@relation 'MainEncodedData-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,5-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,7-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,10-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,10-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,12-weka.filters.unsupervised.attribute.Remove-R1,3-10,12-34,44'

@attribute Attrition {0,1}
@attribute PerformanceRating {3,4}
@attribute BusinessTravel {0,1,2}
@attribute Education {1,2,3,4,5}
@attribute EnvironmentSatisfaction {1,2,3,4}
@attribute JobInvolvement {1,2,3,4}
@attribute JobLevel {1,2,3,4,5}
@attribute JobSatisfaction {1,2,3,4}
@attribute NumCompaniesWorked {0,1,2,3,4,5,6,7,8,9}
@attribute OverTime {0,1}
@attribute RelationshipSatisfaction {1,2,3,4}
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear {0,1,2,3,4,5,6}
@attribute WorkLifeBalance {1,2,3,4}
@attribute YearsAtCompany numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute YearsInCurrentRole numeric

@data
0,3,1,3,2,2,2,2,7,0,2,7,2,4,5,1,3,1
0,3,1,4,3,3,2,4,0,0,2,5,4,3,4,1,1,3
0,4,1,3,4,3,1,2,0,1,1,12,2,3,11,5,7,9
0,3,2,5,1,3,3,1,3,1,3,20,6,3,1,0,0,0
0,3,0,2,3,2,3,4,4,1,2,16,6,2,13,4,12,2
0,3,1,3,1,3,1,1,1,1,4,9,3,2,9,6,8,7
0,3,2,4,4,3,3,3,7,0,1,33,2,1,5,1,4,4
0,3,1,1,1,4,1,4,1,0,4,10,5,3,10,7,7,5
1,4,0,3,1,2,1,2,1,1,2,1,2,4,1,0,0,1
0,3,1,3,1,3,1,4,1,0,1,3,5,3,3,1,2,2
0,3,1,3,4,3,4,4,3,0,1,36,2,3,10,0,9,9
0,3,1,2,3,3,2,1,1,1,4,6,2,2,6,0,1,5
0,3,1,3,3,2,2,1,1,0,2,10,2,3,10,1,8,9
0,3,1,3,3,2,2,4,5,0,4,13,2,3,6,0,5,1
0,3,1,3,3,1,5,4,3,0,2,25,2,3,8,0,7,7
0,3,1,2,1,2,5,3,2,0,3,23,2,4,1,0,0,0
0,3,2,3,3,3,1,2,1,0,3,12,2,2,11,0,7,10
0,3,1,2,4,4,1,2,5,0,3,7,4,2,1,0,0,0
0,3,1,2,1,3,1,3,1,0,2,5,2,3,5,0,3,3
0,3,1,3,3,3,2,4,1,1,2,6,2,3,6,1,0,0
0,3,1,3,4,2,5,4,6,0,3,25,3,4,1,0,0,0
0,3,1,3,4,2,4,4,3,0,2,9,2,2,7,1,7,7
0,3,1,3,3,4,1,3,0,0,4,2,5,2,1,0,0,0
0,3,1,3,2,3,5,2,7,0,3,26,5,3,22,3,10,9
0,3,1,5,4,4,3,3,0,1,4,10,3,3,9,0,8,8
0,3,1,3,2,4,1,4,1,1,4,1,2,3,1,0,1,0
0,4,1,2,4,3,1,3,1,0,4,1,2,3,1,0,1,0
1,3,2,1,3,1,1,4,1,1,4,1,4,3,1,1,0,0
0,4,1,2,3,3,1,4,1,1,2,8,2,2,8,2,2,5
1,3,1,3,1,1,5,2,2,1,1,26,2,3,24,1,11,10
0,3,0,1,4,2,4,2,1,1,4,34,3,3,33,15,0,9
1,4,2,2,1,2,1,3,1,0,3,2,2,1,2,2,2,2
0,3,1,2,4,2,5,2,2,0,3,26,2,3,11,0,8,4
0,3,1,3,3,3,2,1,0,1,4,4,3,3,3,0,2,2
0,4,2,3,4,3,5,2,4,1,1,31,5,2,29,11,10,10
0,3,1,4,4,3,3,4,6,0,4,25,6,2,9,5,4,7
0,3,2,3,3,3,2,2,4,0,3,15,2,4,11,5,10,8
0,3,2,4,4,3,1,3,0,1,3,5,2,2,4,0,2,2
0,3,1,2,3,4,5,1,1,0,4,26,4,2,25,14,13,9
0,3,2,3,3,2,2,2,4,0,4,14,5,4,10,1,8,9
0,3,1,1,3,3,1,3,0,1,4,4,3,3,3,2,2,2
0,3,1,4,2,4,2,2,6,1,4,18,2,3,1,0,0,0
0,3,1,4,4,2,3,4,3,0,4,23,3,4,21,15,17,7
0,3,1,4,3,3,2,2,9,1,4,18,2,3,16,5,12,14
1,3,1,3,1,3,3,4,1,0,4,10,2,3,10,0,5,7
0,3,2,3,4,2,1,4,1,1,2,2,2,3,2,2,2,2
0,3,2,2,2,2,1,3,0,0,2,8,6,2,7,7,7,0
0,3,0,2,3,3,2,3,7,1,3,10,3,3,8,1,7,4
1,3,1,3,2,3,1,3,3,1,1,10,2,3,7,7,7,7
0,3,1,3,4,3,1,1,2,0,2,5,2,2,3,1,2,2
0,3,1,3,4,3,1,2,1,0,4,2,3,2,2,2,1,2
0,3,1,3,3,4,2,4,1,0,3,10,4,4,10,0,8,7
0,4,2,3,2,3,5,2,3,0,3,22,4,3,0,0,0,0
0,3,1,4,3,2,4,2,6,1,4,21,4,3,19,15,2,9
0,3,1,4,1,3,1,3,1,0,4,2,3,3,2,2,2,2
1,3,1,2,4,3,2,3,1,0,1,10,3,3,10,1,1,4
1,3,1,3,3,3,1,1,0,0,1,6,2,3,5,0,3,2
0,3,1,3,1,2,2,4,0,0,1,10,6,3,9,6,7,2
0,3,1,4,4,3,3,3,3,0,1,10,0,3,7,1,7,7
0,3,1,2,4,3,1,1,6,0,3,10,3,4,7,5,7,6
0,3,0,3,3,1,2,4,0,0,1,10,6,3,9,7,5,8
0,3,1,3,4,3,4,1,4,1,2,25,2,3,3,1,2,2
1,3,1,4,4,2,3,2,2,1,3,9,2,3,5,1,0,4
1,3,1,3,2,3,3,2,9,1,3,10,2,2,8,7,7,7
0,4,1,4,2,3,3,1,1,1,4,9,2,3,9,0,8,1
0,3,1,2,1,3,2,3,0,0,1,9,6,3,8,1,7,7
0,3,0,4,4,3,3,3,1,1,1,10,5,2,10,9,6,8
0,3,0,2,3,1,2,2,1,0,1,19,4,3,19,11,9,2
1,3,2,3,4,3,1,2,1,1,1,3,2,4,3,2,2,2
1,3,1,3,1,3,1,1,4,0,3,10,4,4,3,1,2,2
0,3,0,1,3,3,4,3,0,1,4,21,3,2,20,2,10,8
0,3,1,2,4,1,5,3,4,0,4,23,5,3,19,9,11,9
0,3,1,4,4,3,5,2,6,0,1,36,4,3,7,7,7,3
0,3,0,2,3,3,1,3,9,0,2,6,0,3,4,0,0,2
0,3,1,3,4,3,3,4,0,0,4,10,0,2,9,1,6,7
0,3,1,3,3,3,2,4,1,0,3,9,4,3,9,8,8,8
0,3,2,3,3,3,2,1,0,0,4,10,2,3,9,1,7,3
0,3,2,4,3,3,2,3,1,1,2,9,3,3,9,1,1,6
0,3,1,3,3,3,4,2,1,1,2,33,2,3,33,0,10,9
0,3,1,2,2,3,2,1,3,0,4,11,3,3,7,1,7,7
0,3,1,2,3,3,2,1,1,0,4,10,6,4,10,9,6,8
0,3,1,1,4,3,1,4,3,0,3,7,6,2,3,1,2,2
1,3,1,4,3,2,3,1,7,1,4,31,0,2,10,5,9,9
0,4,1,4,2,3,1,2,3,0,3,7,3,3,4,0,3,2
0,3,2,3,1,4,2,1,2,0,4,17,2,2,15,6,13,7
0,3,1,3,4,3,3,4,1,0,3,11,2,3,10,0,8,9
0,3,1,3,3,4,1,4,8,0,2,5,4,3,1,0,0,0
0,3,1,2,4,2,4,2,3,0,2,29,1,2,5,0,3,2
0,3,0,3,4,3,1,4,1,0,3,0,5,4,0,0,0,0
0,3,1,3,4,2,2,4,0,0,2,10,0,3,9,0,0,7
0,4,2,1,4,1,2,4,3,0,2,8,3,3,6,0,0,2
1,3,1,4,1,4,4,3,6,1,3,24,2,2,19,3,8,7
0,3,1,3,4,3,4,2,4,1,1,33,0,3,19,15,9,16
0,4,0,1,1,2,1,3,1,0,3,5,2,3,5,0,0,4
0,4,1,1,2,4,2,3,5,0,2,15,0,3,12,11,8,11
0,3,1,3,2,3,2,3,4,0,1,10,1,3,8,7,7,7
1,3,2,3,3,2,1,4,7,0,3,3,3,4,1,0,0,0
1,3,2,4,4,3,2,3,0,1,3,5,0,2,4,3,2,2
0,3,2,3,4,4,1,3,1,0,4,4,2,3,4,0,3,2
0,3,1,4,3,3,2,4,1,0,4,14,2,4,14,4,11,11
0,3,1,3,3,2,2,1,1,0,3,5,0,3,5,0,4,3
1,3,1,4,4,3,2,3,1,1,4,10,3,2,10,6,7,2
0,3,1,4,1,2,2,4,3,1,4,8,2,4,5,1,4,4
0,3,2,3,2,3,3,2,2,0,2,14,5,3,4,3,2,2
0,3,2,3,4,3,2,4,3,1,1,12,4,2,6,3,3,2
0,3,1,1,3,3,1,3,7,1,4,8,2,3,6,1,3,4
0,3,2,1,2,3,2,4,6,0,1,8,2,4,5,1,2,4
0,3,1,1,3,3,2,2,0,1,1,4,3,2,3,1,2,2
0,4,0,2,3,3,3,3,3,0,2,13,2,3,6,0,5,4
0,3,1,1,1,4,2,3,2,0,2,6,3,2,3,1,2,2
0,3,2,2,4,4,4,3,2,1,2,24,3,2,5,0,2,3
0,3,1,3,1,2,2,3,1,1,1,20,3,1,20,1,8,7
0,3,1,3,4,2,2,4,1,1,4,6,3,3,6,4,4,2
1,3,1,4,4,3,1,3,1,1,4,8,2,3,8,7,7,2
0,3,1,1,1,2,1,4,0,0,4,5,2,3,4,1,1,3
0,3,1,3,3,3,4,1,0,0,3,21,5,3,20,0,9,7
0,3,1,4,3,3,1,1,9,0,3,12,2,1,5,0,4,4
0,3,1,3,1,3,1,3,4,0,1,8,6,3,3,0,2,2
0,3,2,2,3,3,3,4,2,0,3,10,2,3,2,2,2,2
0,3,1,3,1,3,1,4,4,0,2,7,2,2,3,0,2,2
0,3,1,3,3,4,1,1,0,0,4,8,2,3,7,0,7,7
0,3,1,3,2,2,3,1,1,0,1,10,3,2,10,0,9,9
1,4,2,2,1,2,2,1,3,0,1,20,2,3,4,1,3,3
1,3,2,1,3,3,3,4,0,1,1,9,1,3,8,7,7,7
0,3,1,3,4,3,4,4,6,0,4,29,3,2,20,12,7,7
0,4,1,3,4,3,5,1,3,1,3,32,3,3,9,1,5,8
0,3,1,4,2,4,4,4,2,0,4,31,4,4,7,0,0,7
0,3,1,4,1,3,2,2,3,1,4,15,3,3,5,0,1,4
1,3,2,4,2,1,1,3,1,0,2,1,3,3,1,0,0,0
0,3,1,4,4,3,2,1,7,0,2,8,3,3,3,0,2,2
0,3,1,5,1,3,4,2,3,0,3,9,3,4,3,1,0,2
0,3,2,4,4,3,1,1,5,0,3,10,2,3,4,1,3,3
1,3,1,3,1,2,1,2,1,0,3,1,3,4,1,0,0,0
0,3,1,1,2,3,1,1,0,0,2,6,3,4,5,1,4,0
0,3,1,4,1,2,2,4,1,0,3,10,2,2,10,1,8,4
0,3,1,4,3,2,2,1,4,0,1,11,3,2,3,0,2,2
0,3,1,3,1,3,1,4,7,0,3,17,2,2,6,1,2,5
1,3,1,2,1,2,1,1,3,0,1,6,2,3,3,2,2,2
0,3,0,2,3,4,1,3,0,0,1,7,2,1,6,1,3,5
0,4,1,2,1,3,1,1,2,0,4,5,3,4,3,1,0,2
0,3,1,4,1,3,4,3,3,0,2,26,2,4,20,5,6,17
0,3,1,1,4,3,2,3,1,1,3,5,3,3,5,0,3,4
0,3,1,5,4,3,2,4,4,0,3,7,3,2,4,0,3,3
0,3,1,3,4,2,1,2,5,0,1,7,2,2,5,0,2,4
0,3,1,5,2,4,1,3,2,1,1,7,5,2,4,0,3,2
0,3,0,4,3,3,2,3,3,0,3,11,2,4,8,0,7,7
0,3,1,2,1,3,3,4,1,0,1,13,5,3,13,9,9,7
1,3,1,3,1,3,3,4,4,0,1,28,1,4,7,4,3,7
1,4,0,3,1,2,1,1,2,1,2,11,2,4,1,0,0,0
1,3,2,5,3,4,3,2,1,0,1,10,2,3,10,4,7,8
0,3,1,3,2,1,3,1,2,1,2,24,2,3,7,0,7,7
0,3,1,2,4,4,1,2,9,0,4,8,3,3,3,0,2,2
1,3,2,3,2,3,1,4,6,1,3,7,2,1,2,2,2,2
0,3,1,3,2,3,3,4,4,1,4,10,4,4,3,1,2,1
0,3,1,3,3,3,2,1,4,0,1,15,3,3,2,2,2,2
1,3,1,4,1,3,1,3,1,0,4,2,0,3,2,2,2,2
0,3,0,1,4,2,3,2,2,0,3,16,5,3,9,4,8,8
0,3,1,3,4,3,2,1,0,0,4,6,4,3,5,1,3,4
0,3,0,3,3,2,1,3,3,0,4,7,5,3,5,0,3,2
0,3,1,3,4,4,4,2,4,0,2,35,2,2,9,8,8,8
0,3,1,4,1,3,2,3,2,0,2,20,0,2,3,1,2,2
0,3,1,3,3,3,1,3,2,0,3,8,3,4,3,1,2,1
0,3,1,3,4,3,1,2,1,0,3,6,3,2,5,1,3,2
0,3,2,3,4,3,2,1,0,0,1,5,2,3,4,0,3,3
0,3,1,3,4,1,2,1,3,0,4,15,2,3,13,3,12,9
0,3,1,1,4,3,2,3,8,0,3,4,2,2,2,2,2,1
0,3,2,2,1,3,1,4,1,0,3,12,3,3,12,5,8,9
0,3,2,5,1,3,2,3,7,0,3,11,4,2,1,0,0,0
0,3,0,3,3,3,1,3,1,0,2,1,2,2,1,0,0,0
0,4,1,2,2,4,2,3,0,0,1,13,2,2,12,2,8,9
0,3,1,4,3,3,3,2,3,0,2,29,3,3,8,0,7,7
0,3,2,3,2,3,4,1,7,0,4,16,3,2,14,6,9,8
1,3,2,3,1,3,1,3,3,0,4,5,3,4,3,1,2,2
1,3,2,3,1,3,2,2,5,0,1,7,4,1,5,0,0,3
1,4,1,4,1,2,2,2,0,1,3,16,2,4,15,10,10,9
0,3,1,1,4,3,1,3,1,0,1,1,3,3,1,0,0,0
1,3,2,3,2,3,1,1,2,1,3,4,2,2,0,0,0,0
0,3,0,2,4,3,1,2,1,0,3,1,2,3,1,0,0,0
0,3,2,1,2,3,3,3,5,1,2,16,2,2,2,2,2,2
0,3,1,3,3,2,2,3,1,0,3,10,3,3,10,0,4,7
0,4,1,3,3,3,1,3,0,0,1,6,3,4,5,1,3,3
0,3,1,4,4,3,2,3,0,1,2,4,2,3,3,1,2,2
0,3,1,4,1,2,1,2,8,0,4,8,5,3,5,0,2,4
0,3,1,3,3,3,2,3,3,1,3,11,4,2,5,1,2,4
1,3,2,2,3,2,1,1,7,0,3,8,2,2,0,0,0,0
0,3,1,3,1,2,1,3,1,0,4,1,2,1,1,0,0,0
0,3,2,3,3,3,2,1,0,0,4,5,5,3,4,1,3,2
0,4,1,2,3,2,2,1,4,0,1,10,3,3,3,1,2,2
0,3,2,1,4,3,1,2,0,0,3,4,3,3,3,0,2,2
0,3,1,1,3,1,2,2,1,0,2,8,2,2,8,1,7,6
0,3,1,5,4,3,2,3,2,1,1,14,6,3,0,0,0,0
0,4,1,3,3,3,3,4,2,0,2,10,5,4,5,0,0,2
0,4,2,4,2,3,4,4,3,0,1,26,2,3,14,1,12,9
1,3,1,4,1,2,1,1,6,0,3,11,2,1,9,0,7,7
0,3,1,3,4,3,4,1,3,0,3,24,1,4,20,14,17,6
0,3,1,3,2,3,3,2,4,0,4,9,3,3,2,2,2,0
0,3,1,3,3,3,4,2,8,0,4,23,2,4,13,5,1,12
0,3,1,3,4,2,3,2,1,0,4,11,3,1,11,3,3,8
0,3,1,1,1,3,2,3,0,0,2,5,2,3,4,1,2,3
1,3,1,4,4,3,1,1,3,0,2,15,3,1,5,1,0,4
0,3,1,3,4,2,3,3,1,1,4,10,3,3,10,8,6,9
1,3,2,3,4,3,1,3,1,0,1,7,2,1,7,7,7,2
0,3,2,5,3,1,4,4,1,1,4,32,2,3,32,13,9,6
0,4,1,2,2,3,1,3,0,1,2,12,4,3,11,5,7,10
0,3,1,3,3,2,1,2,4,0,2,4,3,3,1,0,0,0
0,3,1,3,1,3,2,4,1,0,1,10,2,3,10,3,7,8
0,3,1,1,3,1,2,1,3,0,3,9,3,3,7,0,7,7
0,3,1,3,4,2,2,2,1,0,4,5,2,3,5,0,2,3
0,4,1,3,4,3,1,4,4,0,4,8,3,3,5,0,3,4
0,3,2,3,4,3,3,4,2,1,3,24,3,1,20,13,9,8
0,3,1,2,1,3,2,1,0,0,4,9,5,4,8,7,1,4
0,3,1,4,2,3,2,3,1,1,2,15,3,3,15,5,7,14
0,4,1,2,3,3,4,4,1,1,4,21,2,3,21,7,7,7
0,3,1,2,3,2,1,1,0,0,2,2,3,3,1,0,0,1
0,3,0,2,4,3,2,4,3,1,3,8,2,3,2,2,2,2
0,3,1,4,1,3,3,2,1,0,1,10,4,3,10,7,7,8
0,4,1,4,2,2,1,3,0,0,1,6,5,3,5,4,2,3
0,3,1,2,4,2,2,2,3,0,1,12,2,3,7,2,5,1
0,4,1,4,3,3,1,4,3,1,4,7,3,2,3,1,2,2
0,3,1,4,3,3,2,3,8,0,3,18,2,3,8,7,7,7
0,3,1,3,3,4,1,3,6,0,1,5,2,2,1,0,0,0
0,3,1,4,1,3,2,1,2,0,4,8,6,1,2,2,2,2
1,3,1,3,2,2,2,1,1,0,4,10,4,3,10,6,7,8
0,3,2,4,3,3,2,3,3,0,3,10,2,3,6,1,2,3
0,3,1,3,4,2,1,1,1,0,2,3,3,3,3,1,2,0
0,3,1,4,3,3,3,2,3,0,2,9,3,3,4,1,3,2
1,3,1,3,1,3,1,1,1,1,4,1,2,3,1,0,0,0
1,3,1,5,3,2,3,4,0,0,2,34,4,3,33,1,9,7
1,3,1,3,3,3,2,2,4,0,1,7,2,3,5,1,4,2
0,3,0,4,4,3,2,1,4,0,2,9,3,2,6,1,2,5
0,3,1,4,3,3,1,1,8,0,4,10,3,2,8,7,6,2
0,3,1,4,1,3,1,4,1,0,3,1,4,1,1,0,0,0
0,4,1,5,3,2,5,4,1,0,3,36,3,3,36,2,13,6
0,3,1,4,2,3,2,4,9,0,2,9,3,2,2,2,1,2
0,4,1,3,1,3,1,4,1,0,1,1,5,3,1,0,0,0
0,3,1,3,3,3,2,2,0,0,4,10,3,3,9,7,7,8
0,3,1,3,2,3,2,2,2,0,2,8,5,4,3,1,2,2
0,3,1,4,2,3,2,3,6,0,1,15,5,3,1,0,0,0
0,3,1,1,2,3,1,1,1,1,4,10,3,3,10,1,5,9
0,3,1,4,1,3,2,3,3,1,3,10,4,3,5,0,4,2
0,3,1,3,4,4,3,3,2,0,1,11,3,3,7,7,6,6
0,3,2,1,1,3,2,4,1,0,4,6,0,4,6,1,3,4
0,3,1,3,3,3,5,3,4,1,3,27,2,3,1,0,0,0
0,3,1,3,4,4,1,3,2,0,4,4,2,3,2,2,2,2
0,3,2,4,1,4,2,1,3,1,4,9,3,3,3,0,2,2
0,4,1,2,4,2,5,4,8,0,4,24,2,3,1,0,1,0
0,3,1,3,2,4,2,3,1,0,4,10,3,2,10,6,8,9
0,3,2,4,4,2,2,3,1,0,2,8,3,2,8,7,7,2
0,3,1,2,4,3,2,1,1,0,3,5,2,3,5,1,2,4
0,3,1,3,4,4,1,2,5,0,3,8,0,3,6,0,2,4
0,3,1,2,3,2,1,4,1,0,4,1,5,2,1,0,1,0
0,3,1,4,4,4,4,1,1,0,2,27,5,1,26,0,12,0
1,3,1,3,3,3,1,2,1,1,3,1,3,3,1,0,0,1
0,3,0,2,2,2,1,3,1,1,2,4,2,2,4,1,3,2
0,3,2,5,2,3,4,3,2,1,3,32,3,3,30,12,13,8
0,3,1,4,2,4,1,4,3,0,4,6,3,3,3,0,2,2
0,3,1,3,2,3,5,4,0,1,4,23,4,2,22,1,10,7
0,3,1,3,2,2,1,2,1,0,2,6,3,2,6,1,1,4
0,3,1,5,3,1,2,1,1,1,1,10,3,3,10,1,4,7
0,3,0,3,1,2,2,1,1,0,1,10,2,3,10,4,5,7
0,3,2,4,4,3,2,1,7,0,4,10,3,3,5,0,3,2
0,3,1,4,3,3,2,3,9,1,2,7,2,3,3,1,1,2
0,3,2,4,3,4,2,4,1,0,1,9,3,3,9,7,2,7
0,3,1,4,3,3,1,1,1,0,4,10,3,2,9,1,4,6
0,3,1,5,2,3,2,1,2,0,4,10,3,3,7,7,7,7
0,3,1,3,4,2,1,1,1,0,1,7,3,3,7,0,7,7
0,3,1,5,2,4,2,1,1,0,4,16,2,3,16,1,10,15
0,4,1,3,2,1,2,1,0,0,2,6,5,2,5,0,0,3
0,3,1,1,3,3,1,4,1,0,3,3,2,3,2,2,2,2
1,3,2,2,2,3,1,4,1,1,3,0,2,4,0,0,0,0
0,3,1,4,4,3,5,3,3,0,3,27,2,3,5,1,0,2
0,3,1,2,3,2,2,3,0,0,4,11,3,3,10,0,7,8
0,3,1,3,1,2,3,3,1,0,4,18,2,3,18,14,12,15
0,3,0,4,3,3,2,3,1,0,4,15,5,3,14,2,9,11
0,3,1,3,3,3,2,3,3,0,1,9,2,2,4,0,2,3
0,3,2,3,1,3,2,3,0,0,4,10,2,1,9,3,8,2
0,3,1,2,4,2,2,4,1,0,1,10,3,3,10,3,9,7
0,3,1,2,4,2,3,3,3,1,4,10,6,4,5,0,2,4
1,3,1,3,4,2,3,1,9,0,3,15,3,3,13,6,0,12
0,3,1,3,2,3,1,2,1,0,1,8,2,1,8,7,7,4
0,3,1,3,3,3,3,4,6,1,4,18,2,2,4,3,3,2
0,3,2,5,1,3,2,4,4,1,3,14,3,3,10,0,2,7
0,4,2,5,3,2,4,4,2,0,2,23,3,3,2,2,2,2
1,3,1,2,1,1,2,4,6,1,4,7,2,2,2,2,2,2
0,3,2,1,1,3,1,4,1,1,3,6,2,3,6,1,3,3
0,3,1,3,2,4,1,3,7,0,1,5,0,3,3,0,2,2
0,3,2,3,4,3,1,4,2,0,3,6,0,2,4,1,2,2
1,3,1,3,1,3,1,1,3,1,2,10,3,1,4,0,3,2
0,3,1,3,3,2,2,3,9,0,3,8,2,3,5,1,4,2
0,3,1,4,2,3,3,1,4,0,3,9,6,3,3,0,2,2
0,3,2,1,4,4,2,3,1,0,3,7,6,3,7,0,7,7
0,4,1,3,4,3,2,2,4,0,3,7,3,3,5,1,0,4
0,3,1,4,1,3,4,2,3,0,2,27,2,3,4,1,2,2
0,3,1,5,4,2,3,1,5,0,3,19,3,3,14,1,11,11
0,3,1,3,3,3,1,3,1,0,1,2,3,3,2,2,2,2
0,3,1,3,4,3,2,2,1,0,3,11,2,3,11,7,9,8
0,3,1,3,1,3,1,2,2,0,3,15,4,3,4,1,3,3
0,3,1,1,3,2,4,3,2,1,2,30,3,3,15,2,12,11
0,3,0,4,4,2,2,3,0,0,3,4,6,3,3,1,2,2
0,4,1,2,4,4,2,1,6,0,1,13,3,3,5,0,4,4
0,4,1,5,2,3,4,3,3,0,3,36,6,3,10,4,7,8
0,4,1,2,3,2,4,3,1,0,1,14,3,3,14,6,11,10
1,4,2,4,4,3,2,4,3,1,1,13,2,4,11,6,7,9
0,3,2,3,4,3,2,4,7,0,4,19,4,4,13,2,9,11
0,3,1,3,1,2,2,2,1,1,2,10,3,2,10,0,9,0
0,3,1,4,4,3,2,4,1,0,3,6,5,3,6,0,4,2
0,3,1,3,4,3,2,2,0,0,3,10,4,2,9,1,6,5
0,3,1,4,1,3,2,4,1,0,1,10,2,3,10,0,2,0
0,3,1,3,4,3,1,1,4,1,2,17,2,2,2,2,2,2
0,4,2,3,4,2,1,2,1,0,2,4,3,3,4,3,3,3
0,3,1,4,2,4,4,2,6,0,3,29,2,3,3,1,2,2
0,3,1,3,3,3,4,3,4,0,1,23,2,3,8,0,0,7
0,3,1,2,4,3,3,3,3,1,4,21,2,3,2,0,2,0
0,3,1,1,4,3,1,1,1,0,1,2,3,3,2,0,2,2
0,4,0,3,3,3,2,4,1,1,3,7,2,3,6,1,2,5
0,3,1,4,1,3,2,3,6,0,2,10,2,2,3,0,2,2
0,3,1,3,3,3,1,4,4,1,1,8,2,3,2,2,2,2
1,3,1,1,4,2,1,3,1,1,1,5,2,3,5,1,2,4
