,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1106,30,1,1,740,1,3,1,1562,2,64,2,2,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1107,38,0,2,888,10,4,1,1563,3,71,3,2,3,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1108,35,0,1,992,1,3,1,1564,4,68,2,1,1,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1109,30,0,1,1288,29,4,1,1568,3,33,3,3,2,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1110,35,1,1,104,2,3,1,1569,1,69,3,1,1,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1111,53,1,1,607,2,5,1,1572,3,78,2,3,4,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1112,38,1,1,903,2,3,1,1573,3,81,3,2,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1113,32,0,0,1200,1,4,1,1574,4,62,3,2,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1114,48,0,1,1108,15,4,1,1576,3,65,3,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1115,34,0,1,479,7,4,1,1577,1,35,3,1,4,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1116,55,0,1,685,26,5,1,1578,3,60,2,5,4,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1117,34,0,1,1351,1,4,1,1580,2,45,3,2,4,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1118,26,0,1,474,3,3,1,1581,1,89,3,1,4,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1119,38,0,1,1245,14,3,1,1582,3,80,3,2,2,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1120,38,0,1,437,16,3,1,1583,2,90,3,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1121,36,0,1,884,1,4,1,1585,2,73,3,2,3,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1122,29,0,1,1370,3,1,1,1586,2,87,3,1,1,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1123,35,0,1,670,10,4,1,1587,1,51,3,2,3,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1124,39,0,1,1462,6,3,1,1588,4,38,4,3,3,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1125,29,0,2,995,2,1,1,1590,1,87,3,2,4,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1126,50,0,1,264,9,3,1,1591,3,59,3,5,3,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1127,23,0,1,977,10,3,1,1592,4,45,4,1,3,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1128,36,0,2,1302,6,4,1,1594,1,80,4,2,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1129,42,0,1,1059,9,2,1,1595,4,93,2,5,4,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1130,35,0,1,750,28,3,1,1596,2,46,4,2,3,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1131,34,0,2,653,10,4,1,1597,4,92,2,2,3,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1132,40,0,1,118,14,2,1,1598,4,84,3,2,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1133,43,0,1,990,27,3,1,1599,4,87,4,1,2,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1134,35,0,1,1349,7,2,1,1601,3,63,2,1,4,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1135,46,0,1,563,1,4,1,1602,4,56,4,4,1,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1136,28,1,1,329,24,3,1,1604,3,51,3,1,2,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1137,22,0,0,457,26,2,1,1605,2,85,2,1,3,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1138,50,0,2,1234,20,5,1,1606,2,41,3,4,3,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1139,32,0,1,634,5,4,1,1607,2,35,4,1,4,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1140,44,0,1,1313,7,3,1,1608,2,31,3,5,4,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1141,30,0,1,241,7,3,1,1609,2,48,2,1,2,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1142,45,0,1,1015,5,5,1,1611,3,50,1,2,1,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1143,45,0,0,336,26,3,1,1612,1,52,2,2,1,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1144,31,0,2,715,2,4,1,1613,4,54,3,2,1,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1145,36,0,1,559,12,4,1,1614,3,76,3,2,3,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1146,34,0,2,426,10,4,1,1615,3,42,4,2,4,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1147,49,0,1,722,25,4,1,1617,3,84,3,1,1,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1148,39,0,1,1387,10,5,1,1618,2,76,3,2,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1149,27,0,1,1302,19,3,1,1619,4,67,2,1,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1150,35,0,1,819,18,5,1,1621,2,48,4,2,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1151,28,0,1,580,27,3,1,1622,2,39,1,2,1,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1152,21,0,1,546,5,1,1,1623,3,97,3,1,4,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1153,18,1,2,544,3,2,1,1624,2,70,3,1,4,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1154,47,0,1,1176,26,4,1,1625,4,98,3,5,3,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1155,39,0,1,170,3,2,1,1627,3,76,2,2,3,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1156,40,0,1,884,15,3,1,1628,1,80,2,3,3,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1157,35,0,0,208,8,4,1,1630,3,52,3,2,3,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1158,37,0,1,671,19,3,1,1631,3,85,3,2,3,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1159,39,0,2,711,4,3,1,1633,1,81,3,2,3,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1160,45,0,1,1329,2,2,1,1635,4,59,2,2,4,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1161,38,0,1,397,2,2,1,1638,4,54,2,3,3,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1162,35,1,1,737,10,3,1,1639,4,55,2,3,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1163,37,0,1,1470,10,3,1,1640,2,71,3,1,2,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1164,40,0,1,448,16,3,1,1641,3,84,3,3,4,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1165,44,0,2,602,1,5,1,1642,1,37,3,2,4,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1166,48,0,2,365,4,5,1,1644,3,89,2,4,4,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1167,35,1,1,763,15,2,1,1645,1,59,1,2,4,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1168,24,0,2,567,2,1,1,1646,1,32,3,1,4,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1169,27,0,1,486,8,3,1,1647,2,86,4,1,3,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1170,27,0,2,591,2,3,1,1648,4,87,3,1,4,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1171,40,1,1,1329,7,3,1,1649,1,73,3,1,1,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1172,29,0,1,469,10,3,1,1650,3,42,2,2,3,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1173,36,0,1,711,5,4,1,1651,2,42,3,3,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1174,25,0,2,772,2,1,1,1653,4,77,4,2,3,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1175,39,0,1,492,12,3,1,1654,4,66,3,2,2,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1176,49,0,1,301,22,4,1,1655,1,72,3,4,2,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1177,50,0,1,813,17,5,1,1656,4,50,2,3,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1178,20,0,1,1141,2,3,1,1657,3,31,3,1,3,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1179,34,0,1,1130,3,3,1,1658,4,66,3,2,2,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1180,36,0,1,311,7,3,1,1659,1,77,3,1,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1181,49,0,1,465,6,1,1,1661,3,41,2,4,3,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1182,36,0,0,894,1,4,1,1662,4,33,2,2,3,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1183,36,0,1,1040,3,2,1,1664,4,79,4,2,1,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1184,54,0,1,584,22,5,1,1665,2,91,3,4,3,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1185,43,0,1,1291,15,2,1,1666,3,65,2,4,3,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1186,35,1,2,880,12,4,1,1667,4,36,3,2,4,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1187,38,0,2,1189,1,3,1,1668,4,90,3,2,4,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1188,29,0,1,991,5,3,1,1669,1,43,2,2,2,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1189,33,0,1,392,2,4,1,1670,4,93,3,2,4,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1190,32,0,1,977,2,3,1,1671,4,45,3,2,2,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1191,31,0,1,1112,5,4,1,1673,1,67,3,2,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1192,49,0,1,464,16,3,1,1674,4,74,3,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1193,38,0,2,148,2,3,1,1675,4,42,2,1,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1194,47,0,1,1225,2,4,1,1676,2,47,4,4,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1195,49,0,1,809,1,3,1,1677,3,36,3,4,3,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1196,41,0,1,1206,23,2,1,1678,4,80,3,3,3,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1197,20,0,1,727,9,1,1,1680,4,54,3,1,1,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1198,33,0,0,530,16,3,1,1681,3,36,3,2,4,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1199,36,0,1,1351,26,4,1,1682,1,80,3,2,3,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1200,44,0,1,528,1,3,1,1683,3,44,3,1,4,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1201,23,1,1,1320,8,1,1,1684,4,93,2,1,3,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1202,38,0,1,1495,4,2,1,1687,4,87,3,1,3,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1203,53,0,1,1395,24,4,1,1689,2,48,4,3,4,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1204,48,1,2,708,7,2,1,1691,4,95,3,1,3,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1205,32,1,1,1259,2,4,1,1692,4,95,3,1,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1206,26,0,0,786,7,3,1,1693,4,76,3,1,4,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1207,55,0,1,1441,22,3,1,1694,1,94,2,1,2,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1208,34,0,1,1157,5,2,1,1696,2,57,2,2,4,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1209,60,0,1,370,1,4,1,1697,3,92,1,3,4,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1210,33,0,1,267,21,3,1,1698,2,79,4,1,2,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1211,37,0,2,1278,1,4,1,1700,3,31,1,2,4,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1212,34,0,1,678,19,3,1,1701,2,35,2,1,4,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1213,23,1,1,427,7,3,1,1702,3,99,3,1,4,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1214,44,0,1,921,2,3,1,1703,3,96,4,3,4,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1215,35,0,2,146,2,4,1,1704,1,79,2,1,4,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1216,43,0,1,1179,2,3,1,1706,4,73,3,2,4,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1217,24,0,1,581,9,3,1,1707,3,62,4,1,3,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1218,41,0,1,918,6,3,1,1708,4,35,3,3,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1219,29,0,1,1082,9,4,1,1709,4,43,3,1,3,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1220,36,0,1,530,2,4,1,1710,3,51,3,2,4,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1221,45,0,0,1238,1,1,1,1712,3,74,2,3,3,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1222,24,1,1,240,22,1,1,1714,4,58,1,1,3,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1223,47,1,2,1093,9,3,1,1716,3,82,1,4,3,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1224,26,0,1,390,17,4,1,1718,4,62,1,1,3,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1225,45,0,1,1005,28,2,1,1719,4,48,2,4,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1226,32,0,2,585,10,3,1,1720,1,56,3,1,3,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1227,31,0,1,741,2,4,1,1721,2,69,3,1,3,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1228,41,0,0,552,4,3,1,1722,3,60,1,2,2,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1229,40,0,1,369,8,2,1,1724,2,92,3,2,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
