,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
2363,17.508319787662824,1.0,924.276542046498,21.760565489047263,1.5672213191775215,1.0,1343.2074813960512,4.0,108.68502438220692,3.0,1.0,2.4327786808224783,2126.040935920439,2969.0830481542725,-1.5966720849348706,-0.43277868082247845,9.537770553420172,2.5672213191775217,-0.2983360424674353,80.0,1.4327786808224785,-2.0294507657573493,3.4327786808224783,1.0,0.5672213191775215,-0.8655573616449569,-0.8655573616449569,-0.8655573616449569,0.0,1.0,0.0,0.0,1.4327786808224785,0.0,-0.43277868082247845,0.0,0.0,1.4327786808224785,-0.43277868082247845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2364,30.330280226301078,2.055046704383513,444.788700170154,4.165140113150539,3.0,1.0,539.8169043558676,3.055046704383513,38.84401920794623,3.0,1.0,4.0,2284.559626364932,3449.4040086840896,9.38532693068459,1.0,23.385326930684588,4.055046704383513,3.1100934087670256,80.0,-0.055046704383512834,2.8348598868494617,4.110093408767026,3.055046704383513,0.9449532956164872,0.0,-0.11009340876702567,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.055046704383512834,0.0,1.0550467043835128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.055046704383512834,1.0550467043835128,1
2365,21.719578251452255,1.0,1271.937531517179,3.567198677759286,3.0,1.0,772.971474068132,3.256084349709549,64.0243373988382,4.256084349709549,1.0,0.8719578251452256,1509.8339715034006,3502.875063034358,0.6158734754356767,1.0,21.128042174854773,4.0,3.1280421748547744,80.0,2.256084349709549,0.4878313005809023,2.256084349709549,3.0,-0.25608434970954885,-0.25608434970954885,-0.25608434970954885,-0.25608434970954885,0.0,1.0,0.0,0.0,1.1280421748547744,0.0,-0.12804217485477443,0.0,0.0,0.0,1.0,0.0,0.0,1.1280421748547744,0.0,0.0,0.0,-0.12804217485477443,0.0,0.0,0.0,1.1280421748547744,-0.12804217485477443,1
2366,40.05258356558392,1.0,918.0611490277931,5.382757660212335,3.0956894150530836,1.0,-24.88690112210554,4.287068245159252,54.94741643441608,3.1913788301061676,2.0956894150530836,4.191378830106167,2073.560376043099,3283.614784116494,2.6172423397876647,-0.09568941505308376,14.095689415053084,3.0,2.9043105849469164,80.0,1.0956894150530838,19.861204735477752,6.191378830106167,4.095689415053084,0.42586350968149744,-0.6698259053715863,-0.2870682451592513,-0.6698259053715863,0.0,-0.09568941505308376,1.0956894150530838,0.0,-0.09568941505308376,0.0,0.0,0.0,1.0956894150530838,-0.09568941505308376,1.0956894150530838,0.0,0.0,0.0,0.0,0.0,0.0,-0.09568941505308376,0.0,1.0956894150530838,0.0,1.0956894150530838,-0.09568941505308376,1
2367,22.952666428998622,1.0,1255.2593948893568,5.479330718984844,3.047333571001378,1.0,791.6879030314378,2.952666428998622,61.390658585953155,4.047333571001378,1.0,0.9526664289986222,1572.173855260161,3448.4553506831007,1.0,1.0473335710013778,21.378668568011022,4.047333571001378,3.0946671420027556,80.0,2.047333571001378,1.0,1.9526664289986222,3.0946671420027556,-0.047333571001377805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.047333571001377805,1.0473335710013778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2368,20.334852980418635,1.0,476.25552740256586,3.6697059608372706,0.0009117882511811004,1.0,2035.522908052397,4.0,82.99270569399056,3.0,1.0,1.666970596083727,2497.976293505469,26228.87508500959,1.0,1.0,26.33029403916273,4.333029403916273,0.0009117882511811004,80.0,0.0,-1.3312058274139105,2.0,3.0,-1.3312058274139105,-0.6660588078325459,-2.3312058274139105,-2.3312058274139105,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.33302940391627295,1.333029403916273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2369,24.076566895179877,1.0,964.1691741484119,17.842235846978646,1.9234331048201232,1.0,1250.2392932333896,4.076566895179877,99.60327443611581,2.9234331048201234,1.0,2.0765668951798766,2256.6292391645447,3366.410616651869,1.0,-0.07656689517987675,12.387464838560986,2.9234331048201234,0.8468662096402465,80.0,0.9234331048201232,1.0,3.0765668951798766,0.8468662096402465,1.0765668951798768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0765668951798768,-0.07656689517987675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2370,25.80592126629617,2.4660087481893145,263.1502295304055,3.5339912518106855,3.0,1.0,733.9561291453564,2.5339912518106855,32.54386002897097,3.0,0.5339912518106856,4.0,2377.7357408896737,3469.872804833417,11.796052489135885,1.4660087481893145,27.19407873370383,4.4660087481893145,3.0,80.0,-0.46600874818931437,-4.45613997102903,3.067982503621371,2.5339912518106855,1.0,0.0,0.0,0.0,0.0,1.4660087481893145,-0.46600874818931437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4660087481893145,0.0,-0.46600874818931437,0.0,-0.46600874818931437,1.4660087481893145,1
2371,40.54860826479113,1.0,861.317770240793,4.9032119834505545,3.0,1.0,-32.42998472652339,4.0967880165494455,55.32248388415388,2.9032119834505545,2.0967880165494455,4.2903640496483355,2132.942188026481,3324.353318179561,3.1935760330988905,-0.09678801654944524,13.322483884153883,2.9032119834505545,3.0,80.0,0.9032119834505548,20.742184297890013,6.387152066197781,4.0967880165494455,1.0967880165494452,0.0,0.0,0.0,0.0,-0.09678801654944524,1.0967880165494452,0.0,-0.09678801654944524,0.0,0.0,0.0,1.0967880165494452,0.0,1.0,0.0,0.0,-0.09678801654944524,0.0,0.0,0.0,0.0,0.0,1.0967880165494452,0.0,1.0,0.0,1
2372,22.589782117723953,1.0,1419.3936893787,8.051089411380232,3.0,1.0,1125.2268978234517,3.4102178822760467,63.820435764552094,4.410217882276046,1.0,-0.2306536468281397,1317.1292254649757,3619.34259996732,0.5897821177239534,1.0,23.051089411380232,4.410217882276046,3.8204357645520934,80.0,2.4102178822760467,-1.0510894113802332,2.0,3.4102178822760467,-0.8204357645520932,0.0,-0.8204357645520932,0.0,0.0,1.0,0.0,0.0,1.4102178822760467,0.0,-0.4102178822760466,0.0,0.0,0.0,1.0,0.0,0.0,1.4102178822760467,0.0,0.0,0.0,-0.4102178822760466,0.0,0.0,0.0,1.0,0.0,1
2373,23.03121680552461,1.0,1063.9246135442197,20.875132777901563,2.0,1.0,1334.7695917398091,4.7265873958565425,104.26587395856542,3.4843915972376953,1.0,2.0,2208.546825208287,3250.9021006905764,-0.4531747917130855,-0.2421957986188476,13.0,3.0,0.27341260414345725,80.0,1.2421957986188477,-1.1797621875696285,2.7578042013811523,0.5156084027623048,-0.4531747917130855,-1.6953705903319332,-0.7265873958565428,-1.6953705903319332,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2421957986188477,0.0,0.0,0.0,-0.2421957986188476,0.0,0.0,0.0,1.2421957986188477,-0.2421957986188476,1
2374,21.00220398880067,1.0,304.39130622789827,7.498898005599664,0.7006611966402013,1.0,1896.5590058083076,4.0,73.00440797760135,3.0,1.0,2.0,2579.6621896084075,26215.726705388715,1.0,1.0997796011199328,24.09757561231926,4.099779601119933,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09977960111993289,0.0,0.0,0.0,1.0997796011199328,0.0,0.0,0.0,0.0,1.0,1
2375,16.2153687908148,1.0,816.1438895519441,21.86539450574075,1.513460549425925,1.0,1009.7880362531478,5.4596183517222245,108.6769468137778,3.0,1.0,2.486539450574075,2231.4077358252594,3388.0558018689444,0.026921098851850123,-0.48653945057407494,12.513460549425925,3.0,0.513460549425925,80.0,1.486539450574075,-3.3788550551666745,3.0,1.0,-0.45961835172222476,-0.9730789011481499,0.0,-1.4596183517222248,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.486539450574075,-0.48653945057407494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.486539450574075,-0.48653945057407494,1
2376,16.7894104488722,1.0,1289.967583480404,6.0,3.0,1.0,764.032416519596,2.6118381530545127,60.28286707138159,4.388161846945487,1.0,1.0,1289.3060369027735,3111.9571353207716,-1.3289710816729245,1.0,21.0,4.0,2.6118381530545127,80.0,2.776323693890975,-1.7171329286184123,2.0,3.776323693890975,-0.7763236938909749,-0.7763236938909749,-0.7763236938909749,-0.7763236938909749,0.0,1.0,0.0,0.0,1.3881618469454875,0.0,-0.38816184694548744,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2377,32.50761795899172,2.358231136998817,184.93794427792136,3.2835377260023657,3.0,1.0,407.6053523113513,3.0,31.760683849027203,2.641768863001183,1.0,5.074693410996452,2530.030097707191,3420.5518395340214,11.865849095990537,1.0,23.716462273997635,4.0,3.0,80.0,-0.7164622739976345,3.7164622739976343,4.716462273997634,3.0,1.3582311369988171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.35823113699881726,0.0,0.0,0.0,1.3582311369988171,0.0,1.0,0.0,0.0,-0.35823113699881726,0.0,0.0,0.0,1.3582311369988171,0.0,0.0,0.0,-0.35823113699881726,1.3582311369988171,1
2378,31.003695380276646,2.334565126758882,100.30130670426907,0.9852184788934144,2.665434873241118,1.0,887.1887308175537,1.3308697464822359,63.01108614082994,3.0,1.0,1.665434873241118,2431.367823549249,25739.72086557739,-0.3345651267588821,-0.3345651267588821,18.33826050703553,3.0,-0.0036953802766463983,80.0,0.0,2.6617394929644718,3.334565126758882,3.0,1.3271743662055895,2.0,-1.0073907605532928,0.3271743662055895,0.0,1.0,0.0,0.0,-0.3345651267588821,0.0,1.334565126758882,0.0,0.0,1.0,0.0,0.0,0.0,1.334565126758882,0.0,0.0,0.0,-0.3345651267588821,0.0,0.0,0.0,0.0,1.0,1
2379,31.20542156796921,2.401807189323071,98.55301307760016,0.17831372812315127,2.598192810676929,1.0,861.0988105426486,1.1963856213538584,63.61626470390764,3.0,1.0,1.5981928106769292,2433.250601301046,25742.679516330216,-0.40180718932307075,-0.40180718932307075,18.607228757292283,3.0,-0.20542156796921218,80.0,0.0,2.392771242707717,3.401807189323071,3.0,0.9909640533846464,2.0,-1.4108431359384244,-0.009035946615353563,0.0,1.0,0.0,0.0,-0.40180718932307075,0.0,1.4018071893230708,0.0,0.0,1.0,0.0,0.0,0.0,1.4018071893230708,0.0,0.0,0.0,-0.40180718932307075,0.0,0.0,0.0,0.0,1.0,1
2380,21.686176397231616,0.6861763972316159,313.48557011620915,6.372352794463231,0.3723527944632318,1.0,1832.4955775985843,4.0,88.18059131627213,3.0,1.0,2.3138236027683843,2686.027697088038,25820.856407208117,1.0,1.313823602768384,24.255294411073535,4.313823602768384,1.0,80.0,-0.3138236027683841,1.0,1.686176397231616,3.3138236027683843,1.0,0.0,-0.3138236027683841,0.0,0.0,1.313823602768384,-0.3138236027683841,0.0,1.313823602768384,-0.3138236027683841,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.313823602768384,0.0,-0.3138236027683841,0.0,-0.3138236027683841,1.313823602768384,1
2381,24.197504742378673,1.0,932.8462717239239,19.172552166165396,1.8024952576213278,1.0,1299.5819348904984,4.197504742378672,103.71516124087485,2.802495257621328,1.0,2.197504742378672,2330.2803881086115,3357.582153806357,1.0,-0.19750474237867216,11.419962060970622,2.802495257621328,0.6049905152426557,80.0,0.8024952576213278,1.0,3.197504742378672,0.6049905152426557,1.1975047423786722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1975047423786722,-0.19750474237867216,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2382,30.82723674280647,2.2757455809354896,101.83061489567727,1.6910530287741259,2.7242544190645104,1.0,910.0107145970301,1.448508838129021,62.4817102284194,3.0,1.0,1.7242544190645104,2429.7208762661935,25737.132805561163,-0.2757455809354895,-0.2757455809354895,18.10298232374196,3.0,0.17276325719353147,80.0,0.0,2.897017676258042,3.2757455809354896,3.0,1.6212720953225523,2.0,-0.6544734856129371,0.6212720953225523,0.0,1.0,0.0,0.0,-0.2757455809354895,0.0,1.2757455809354896,0.0,0.0,1.0,0.0,0.0,0.0,1.2757455809354896,0.0,0.0,0.0,-0.2757455809354895,0.0,0.0,0.0,0.0,1.0,1
2383,19.05598811379869,0.6319985142248363,494.7764189885961,7.736002971550327,0.26399702844967277,1.0,2194.8492792524157,4.736002971550327,80.52002228662745,3.0,1.0,2.0,2490.4000742887583,26227.056545279484,1.3680014857751637,1.3680014857751637,25.208008914650982,4.368001485775164,1.0,80.0,0.0,-0.1040044573254908,1.6319985142248363,3.0,0.26399702844967277,-0.7360029715503272,-0.3680014857751636,-0.7360029715503272,0.0,1.0,0.0,0.0,1.3680014857751637,0.0,-0.3680014857751636,0.0,0.0,-0.3680014857751636,1.3680014857751637,0.0,0.0,-0.3680014857751636,0.0,0.0,0.0,1.3680014857751637,0.0,0.0,0.0,0.0,1.0,1
2384,18.632831235494727,1.0,98.72975124094228,8.683584382252636,-0.010150629351582063,1.0,1940.6293390197982,4.0,68.26566247098945,3.0,1.0,2.0,2835.317509690119,26509.528926798655,1.0,1.3367168764505273,26.7038856409558,4.336716876450527,1.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.33671687645052734,0.0,0.0,0.0,1.3367168764505273,0.0,0.0,0.0,0.0,1.0,1
2385,22.123990937726983,1.0,1221.8779490962188,18.500807249818415,1.6247981875453963,1.0,984.4988672158728,5.125605437363811,112.38327431063874,3.3752018124546037,1.0,2.3752018124546037,2163.0997734431744,3452.66838967774,-0.1256054373638107,-0.3752018124546036,12.249596375090793,3.0,-0.1256054373638107,80.0,0.2495963750907928,-0.1256054373638107,3.0,0.2495963750907928,0.6247981875453964,-0.7504036249092072,-0.7504036249092072,0.0,-0.3752018124546036,1.3752018124546037,0.0,-0.3752018124546036,1.3752018124546037,0.0,0.0,0.0,0.0,1.3752018124546037,-0.3752018124546036,0.0,-0.3752018124546036,1.3752018124546037,0.0,0.0,0.0,0.0,0.0,0.0,-0.3752018124546036,1.3752018124546037,0.0,1
2386,30.680284943507854,2.056690411958988,102.14046015296246,5.113380823917976,3.0,1.0,1051.6945321189005,1.943309588041012,60.34014247175393,3.0,1.0,1.943309588041012,2478.803792782906,25752.89168268382,-0.056690411958987885,0.0,17.22676164783595,3.0,0.8866191760820242,80.0,0.0,4.226761647835952,3.056690411958988,3.0,3.170071235876964,2.113380823917976,1.056690411958988,2.113380823917976,0.0,1.0,0.0,0.0,-0.056690411958987885,0.0,1.056690411958988,0.0,0.0,1.056690411958988,-0.056690411958987885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2387,45.72510597078119,1.0,855.0977045733649,-0.3800847766249573,3.4483403980520797,1.0,-485.6966485072978,4.0,37.618043679864726,3.0,2.4483403980520797,4.896680796104159,2030.4057906415421,3318.411405272073,3.8966807961041594,0.0,14.44834039805208,3.0,3.8966807961041594,80.0,1.0,27.070127164937436,7.3450211941562396,5.3450211941562396,1.0,0.0,0.0,0.0,0.0,-0.44834039805207976,1.4483403980520797,0.0,-0.44834039805207976,0.0,0.0,0.0,1.4483403980520797,-0.44834039805207976,1.4483403980520797,0.0,0.0,-0.44834039805207976,0.0,0.0,0.0,0.0,0.0,1.4483403980520797,0.0,1.0,0.0,1
2388,41.676221973762594,1.0,836.7921720706636,4.832736126639838,3.0,1.0,-86.62591861396473,4.167263873360162,54.829152886478866,2.832736126639838,2.167263873360162,4.501791620080486,2167.1229785796786,3316.600973930382,3.3345277467203243,-0.16726387336016219,12.829152886478864,2.832736126639838,3.0,80.0,0.8327361266398379,22.01074972048292,6.6690554934406485,4.167263873360162,1.1672638733601621,0.0,0.0,0.0,0.0,-0.16726387336016219,1.1672638733601621,0.0,-0.16726387336016219,0.0,0.0,0.0,1.1672638733601621,0.0,1.0,0.0,0.0,-0.16726387336016219,0.0,0.0,0.0,0.0,0.0,1.1672638733601621,0.0,1.0,0.0,1
2389,21.146257962848846,1.0,973.5362791971124,14.463340411421196,1.6829175514276495,1.0,1254.1961517915308,4.951247345717052,110.31746284003871,3.3170824485723505,1.0,2.0,2177.340507797048,3492.174248008921,0.048752654282948615,-0.31708244857235046,10.780422859993546,2.6829175514276495,0.6829175514276495,80.0,1.3170824485723505,-0.26832979428940185,3.9512473457170514,0.3658351028552991,0.6829175514276495,-0.6341648971447009,-0.6341648971447009,-0.6341648971447009,0.0,1.0,0.0,0.0,1.3170824485723505,0.0,-0.31708244857235046,0.0,0.0,1.3170824485723505,-0.31708244857235046,0.0,0.0,1.3170824485723505,0.0,0.0,0.0,-0.31708244857235046,0.0,0.0,0.0,1.3170824485723505,-0.31708244857235046,1
2390,21.618376033429644,0.6183760334296431,296.7388802571219,6.236752066859286,0.23675206685928618,1.0,1822.6645248472983,4.0,91.028206595955,3.0,1.0,2.381623966570357,2732.2675452009835,25762.276892883212,1.0,1.381623966570357,24.52649586628143,4.381623966570357,1.0,80.0,-0.3816239665703569,1.0,1.618376033429643,3.381623966570357,1.0,0.0,-0.3816239665703569,0.0,0.0,1.381623966570357,-0.3816239665703569,0.0,1.381623966570357,-0.3816239665703569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381623966570357,0.0,-0.3816239665703569,0.0,-0.3816239665703569,1.381623966570357,1
2391,24.31537403184868,1.0,902.3181257511918,20.46911435033548,1.6846259681513198,1.0,1347.6726049942615,4.31537403184868,107.72271708285513,2.6846259681513196,1.0,2.3153740318486804,2402.0627853958463,3348.9776956750466,1.0,-0.3153740318486802,10.477007745210559,2.6846259681513196,0.36925193630263964,80.0,0.6846259681513198,1.0,3.3153740318486804,0.36925193630263964,1.3153740318486802,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3153740318486802,-0.3153740318486802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2392,27.529338300535013,2.1235330849732494,413.969100585834,4.123533084973249,3.1235330849732494,1.0,571.6899506825075,3.247066169946499,34.31747809123053,3.1235330849732494,1.0,4.123533084973249,2235.833832180647,3379.6868284552456,9.988264679785996,1.0,24.111797764759245,4.123533084973249,3.0,80.0,0.0,3.0,4.247066169946499,3.0,0.7529338300535012,-0.24706616994649877,0.0,-0.24706616994649877,0.0,1.1235330849732494,-0.12353308497324939,0.0,0.0,-0.12353308497324939,0.0,0.0,1.1235330849732494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1235330849732494,0.0,-0.12353308497324939,0.0,-0.12353308497324939,1.1235330849732494,1
2393,39.43412037611843,1.0,904.5111827858674,5.157861954952155,3.039465488738039,1.0,14.413623372110848,4.118396466214117,55.56587962388157,3.0789309774760776,2.039465488738039,4.078930977476078,2080.869486464055,3313.8070325476733,2.842138045047845,-0.039465488738038845,14.039465488738038,3.0,2.960534511261961,80.0,1.0394654887380388,19.35518939864235,6.078930977476078,4.039465488738039,0.7632070675717669,-0.2762584211662719,-0.11839646621411654,-0.2762584211662719,0.0,-0.039465488738038845,1.0394654887380388,0.0,-0.039465488738038845,0.0,0.0,0.0,1.0394654887380388,-0.039465488738038845,1.0394654887380388,0.0,0.0,0.0,0.0,0.0,0.0,-0.039465488738038845,0.0,1.0394654887380388,0.0,1.0394654887380388,-0.039465488738038845,1
2394,18.3004719220497,1.0,1345.214735695419,6.293720504871894,3.0,1.0,1036.8710682464864,2.7062794951281064,65.05604353410325,4.293720504871894,0.7062794951281062,0.11883848538431874,1458.5455551371315,3477.3092555359085,0.41255899025621245,1.2937205048718938,23.056043534103257,4.293720504871894,3.0,80.0,2.2937205048718936,-4.286969087694088,0.8251179805124249,2.7062794951281064,-0.2937205048718938,0.0,0.0,0.0,0.0,1.2937205048718938,-0.2937205048718938,0.0,1.2937205048718938,0.0,0.0,0.0,-0.2937205048718938,0.0,1.0,0.0,0.0,1.2937205048718938,0.0,0.0,0.0,0.0,0.0,-0.2937205048718938,0.0,1.0,0.0,1
2395,23.84260764221139,1.0,1003.9573509675955,17.125913886230887,1.9685215284422783,1.0,1199.325955276424,4.094435414673165,98.29061733386659,3.0314784715577217,1.0,2.0314784715577217,2206.0651910552847,3378.76787138491,0.9055645853268353,-0.0314784715577216,12.937043056884557,3.0,0.9055645853268353,80.0,0.9370430568845568,0.9055645853268353,3.0,0.9370430568845568,0.9685215284422783,-0.0629569431154432,-0.0629569431154432,0.0,-0.0314784715577216,1.0314784715577217,0.0,-0.0314784715577216,1.0314784715577217,0.0,0.0,0.0,0.0,1.0314784715577217,-0.0314784715577216,0.0,-0.0314784715577216,1.0314784715577217,0.0,0.0,0.0,0.0,0.0,0.0,-0.0314784715577216,1.0314784715577217,0.0,1
2396,19.64656244269348,1.0,511.4960029340938,2.2931248853869626,-0.41206253438391127,1.0,2100.635192921197,4.0,86.2965002750713,3.0,1.0,1.5293124885386962,2508.7136258939818,26285.452567210596,1.0,1.0,27.706875114613037,4.470687511461303,-0.41206253438391127,80.0,0.0,-2.2948125802291264,2.0,3.0,-2.2948125802291264,-0.9413750229226076,-3.2948125802291264,-3.2948125802291264,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.4706875114613038,1.4706875114613038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2397,22.974194748798844,2.250921616114327,63.83410909942113,5.752764848342981,3.0,1.0,1027.0368646445731,1.4981567677713459,62.258294545028946,3.0,1.0,1.749078383885673,2407.697467881483,25599.037348710608,-1.0036864644573082,0.0,15.243548687199711,2.749078383885673,1.0,80.0,0.0,3.247235151657019,2.749078383885673,3.0,3.501843232228654,2.501843232228654,1.250921616114327,2.501843232228654,0.0,1.0,0.0,0.0,0.0,0.0,1.250921616114327,0.0,-0.25092161611432706,1.250921616114327,-0.25092161611432706,0.0,0.0,1.250921616114327,0.0,0.0,0.0,-0.25092161611432706,0.0,0.0,0.0,0.0,1.0,1
2398,34.337806854149775,2.361483904512481,65.26044755398978,5.722967809024962,3.0,1.0,1238.2281495616385,1.6385160954875189,62.16890342707489,3.0,1.0,1.6385160954875189,2784.206872321506,25902.85008102014,-0.3614839045124812,0.0,18.445935618049926,3.0,0.2770321909750376,80.0,0.0,5.4459356180499245,3.361483904512481,3.0,4.084451713537444,2.7229678090249623,1.3614839045124811,2.7229678090249623,0.0,1.0,0.0,0.0,-0.3614839045124812,0.0,1.3614839045124811,0.0,0.0,1.3614839045124811,-0.3614839045124812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2399,34.104573768969665,1.0,906.5710074551627,5.890077496550971,3.4450387482754854,1.0,39.774806258622576,5.335116244826455,42.64883755173544,3.4450387482754854,2.4450387482754854,4.445038748275485,1820.3118672795354,3123.6065945691444,3.8900774965509703,-0.44503874827548523,14.0,3.0,3.0,80.0,1.4450387482754852,26.120619972407763,7.780154993101941,4.445038748275485,0.10992250344902954,-0.8900774965509705,0.0,-0.8900774965509705,0.0,0.0,1.0,0.0,0.0,-0.44503874827548523,0.0,0.0,1.4450387482754852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2400,20.787658571655903,1.0,1503.6138202589345,8.212341428344097,3.442468285668819,1.0,841.9727799968173,3.8849365713376383,61.23012685732472,5.327404857006457,1.0,0.5575317143311809,1328.8820043136761,3256.0660420194145,-1.6548097140129148,1.0,24.539746285350553,4.442468285668819,2.557531714331181,80.0,2.8849365713376383,-2.982214571019372,1.1150634286623617,3.0,-3.097277999681734,-3.097277999681734,-1.3274048570064574,-3.097277999681734,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.44246828566881913,1.4424682856688191,0.0,0.0,1.4424682856688191,0.0,0.0,0.0,-0.44246828566881913,0.0,0.0,0.0,1.4424682856688191,-0.44246828566881913,1
2401,23.516814004383246,1.0,1023.8628446383823,18.93274398246702,2.0,1.0,1276.740726476202,4.3623894967125665,100.62389496712566,3.2415929978083775,1.0,2.0,2209.275221006575,3311.601750547906,0.2752210065748678,-0.1207964989041887,13.0,3.0,0.637610503287434,80.0,1.1207964989041888,-0.08716849013769834,2.8792035010958115,0.7584070021916226,0.2752210065748678,-0.8455754923293208,-0.3623894967125661,-0.8455754923293208,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1207964989041888,0.0,0.0,0.0,-0.1207964989041887,0.0,0.0,0.0,1.1207964989041888,-0.1207964989041887,1
2402,41.129375789004875,1.0,906.64058764656,5.5678335437346345,3.0,1.0,41.574124842199026,4.283916771867317,55.29020807033171,3.0,2.1419583859336586,4.0,2056.614614111733,3379.7168915691022,3.1419583859336586,-0.1419583859336585,13.716083228132684,3.0,3.2839167718673172,80.0,1.0,20.84545901713756,6.5678335437346345,4.283916771867317,0.8580416140663415,0.0,-0.283916771867317,0.0,0.0,-0.1419583859336585,1.1419583859336586,0.0,0.0,0.0,-0.1419583859336585,0.0,1.1419583859336586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1419583859336585,0.0,1.1419583859336586,0.0,1.0,0.0,1
2403,29.153697833864943,2.282100722045019,307.99830070910434,-1.9241151629454043,3.0,1.0,346.4321711052586,3.5642014440900383,35.76848916932471,3.282100722045019,1.0,4.564201444090038,2277.1011797827396,3549.4317133675386,10.410503610225096,1.0,23.846302166135057,4.0,3.282100722045019,80.0,0.0,2.4357985559099617,5.1284028881800765,3.0,0.7178992779549808,-0.5642014440900385,-0.5642014440900385,-0.5642014440900385,0.0,1.0,0.0,0.0,0.0,0.0,-0.28210072204501924,0.0,1.2821007220450191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
